Charging Station Location,charging_date,charging_hour,Charger Type,sessions,unique_users,total_energy_kwh,avg_soc_start,avg_soc_end,avg_distance_since_last_charge_km,peak_hour_flag
Chicago,2024-02-23,9,DC Fast Charger,1,1,6.448880265075534,26.98292870121461,98.39737010831394,152.25986699080715,1
Chicago,2024-02-23,18,Level 2,1,1,52.73977320604877,77.81061587085703,89.79452166165672,56.86080071118133,1
Chicago,2024-02-23,19,Level 2,1,1,61.93297987243194,39.91480209371115,53.24601440984676,17.954439564327608,1
Chicago,2024-02-24,11,DC Fast Charger,1,1,65.23254316413059,48.17084638968186,61.35366583401523,35.63520160727205,0
Chicago,2024-02-24,17,Level 2,1,1,60.7251438890711,41.85682469072815,94.09788342638664,279.55227750602785,1
Houston,2024-01-01,0,DC Fast Charger,1,1,60.71234573492677,29.371575979140047,86.11996244457839,293.6021106383279,0
Houston,2024-01-01,3,Level 1,1,1,79.45782398845503,83.12000296074223,99.62432763119423,199.5777845163286,0
Houston,2024-01-01,6,Level 2,1,1,36.862139988267536,60.75178075976676,70.79609690147149,81.33800890802773,0
Houston,2024-01-01,13,Level 2,1,1,16.56106432522506,25.775415389763285,69.2012290988145,159.2316102189639,0
Houston,2024-01-01,14,Level 1,1,1,12.927545290947553,71.68354383511853,63.70663794066834,155.36060543681995,0
Houston,2024-01-02,0,Level 1,1,1,27.60438468247694,65.48688658113335,65.35209627449626,173.47152650529225,0
Houston,2024-01-02,2,Level 1,1,1,43.487751224792326,88.74847907153811,87.82402899882813,80.91266512306521,0
Houston,2024-01-02,9,Level 2,1,1,60.06708508895625,22.88146662593892,51.43427868199236,46.35755886056615,1
Houston,2024-01-02,10,DC Fast Charger,1,1,57.72437946101146,41.87247964240577,79.64797277486439,157.61465400806637,1
Houston,2024-01-02,15,Level 2,1,1,68.17785003637414,17.040420024456118,56.07865100803714,130.37601376208403,0
Houston,2024-01-02,17,Level 2,1,1,39.398742356080696,28.252298260726327,96.287092238838,111.01653950164392,1
Houston,2024-01-02,18,Level 1,1,1,12.049319706245154,36.636852158024986,66.97610432369274,83.24522142563875,1
Houston,2024-01-03,6,DC Fast Charger,1,1,17.769436409407696,27.69749248619649,70.51026724863107,166.3114629994677,0
Houston,2024-01-03,9,DC Fast Charger,1,1,77.86372676031044,56.91742176324378,57.46568225034442,129.3894111090679,1
Houston,2024-01-03,11,Level 2,1,1,71.28000416235402,26.1565979508552,89.92458852765273,140.46521317115082,0
Houston,2024-01-03,12,Level 1,1,1,21.82768817738645,33.255985091753644,51.50113226723436,48.044387156223145,0
Houston,2024-01-03,14,Level 2,1,1,46.1951370011332,53.00518532661712,59.90164627311141,25.02725725569419,0
Houston,2024-01-03,17,Level 2,1,1,59.25460166411963,77.03697398688679,91.82927487145972,167.29757277309406,1
Houston,2024-01-03,21,Level 1,1,1,67.00568214318923,57.677660751028775,57.11286224854077,276.3684303122313,1
Houston,2024-01-03,23,DC Fast Charger,1,1,61.13047583037784,34.89904374917877,92.355661174546,58.85531551787028,0
Houston,2024-01-04,2,Level 1,1,1,69.16916705566726,41.089044871443264,74.39951852877809,276.57481915586186,0
Houston,2024-01-04,6,DC Fast Charger,1,1,30.651699818598622,38.12132999285809,81.19721083979802,12.149516678078117,0
Houston,2024-01-04,7,Level 1,1,1,59.9864767329939,88.09676846371462,96.1305685919979,281.763740323611,1
Houston,2024-01-04,12,Level 1,1,1,57.92445004054599,49.87203405296153,54.26143302124692,64.13545483676491,0
Houston,2024-01-04,20,DC Fast Charger,1,1,65.431016913359,76.46681163744769,75.84995702645678,71.43600424010651,1
Houston,2024-01-05,16,DC Fast Charger,1,1,36.13726899530781,48.61219346503014,95.83119935657344,48.11698069126825,0
Houston,2024-01-05,18,Level 1,1,1,43.4453789766191,55.70562012448279,52.80830822724293,38.19901103771869,1
Houston,2024-01-05,23,DC Fast Charger,1,1,47.71409590115245,49.537602623606446,57.93745966356943,214.4674793692331,0
Houston,2024-01-06,4,Level 1,1,1,64.41904928508166,49.17384524132495,62.34186035083323,230.49427175789185,0
Houston,2024-01-06,9,Level 1,1,1,35.55367093393553,85.49045253068678,74.66057197859945,275.57427410790336,1
Houston,2024-01-06,11,Level 2,1,1,36.616568616352566,66.55511783374999,56.23715390685432,69.23387008131701,0
Houston,2024-01-06,12,DC Fast Charger,1,1,65.48719595789339,42.8353512271293,83.70937054043276,102.23907267794996,0
Houston,2024-01-06,13,DC Fast Charger,1,1,33.88719708294054,40.14074746609202,63.34760037685963,267.8436816447363,0
Houston,2024-01-06,17,DC Fast Charger,1,1,30.06513890238722,13.948323455933185,93.59847436377936,122.76475966549545,1
Houston,2024-01-06,20,DC Fast Charger,1,1,47.37743937319623,23.63676231573029,68.05817011355497,152.25986699080715,1
Houston,2024-01-06,23,Level 1,1,1,78.69341922441535,38.19062072851722,82.43448922749442,17.241597203507894,0
Houston,2024-01-07,1,DC Fast Charger,1,1,40.24838259933458,45.02731340187831,77.80287971223682,28.45468192760388,0
Houston,2024-01-07,10,DC Fast Charger,1,1,56.06879094629386,75.63146823991906,55.82273779293016,219.43189705655263,1
Houston,2024-01-07,11,DC Fast Charger,1,1,65.04979561439833,83.5872819190941,80.0421189827712,188.0781767225488,0
Houston,2024-01-07,13,DC Fast Charger,1,1,23.57128153810389,51.0715257268038,79.00243296681866,267.3473926242877,0
Houston,2024-01-07,18,Level 2,1,1,45.57396766460627,45.70606019537613,87.23241204777877,217.5899277259296,1
Houston,2024-01-07,22,Level 1,1,1,54.64087910335184,27.017063596143707,85.53675893440291,130.55196295061603,0
Houston,2024-01-08,1,Level 1,1,1,56.01783153828373,18.037296920680053,61.93129743563027,14.723649268668742,0
Houston,2024-01-08,2,Level 2,1,1,127.75747441174424,27.64544589095541,90.29992272783537,103.95782513502562,0
Houston,2024-01-08,4,DC Fast Charger,1,1,42.69140537961698,68.79319057276534,75.66889916419906,62.41285142986092,0
Houston,2024-01-08,6,DC Fast Charger,1,1,71.14274635725945,73.16017408923142,75.75484663014795,150.27002206227104,0
Houston,2024-01-08,12,Level 1,1,1,21.82050636814289,78.27386156073143,76.89957102666605,240.7952117834277,0
Houston,2024-01-08,14,Level 1,1,1,47.3146093849059,40.48798796741036,98.82353364240996,260.6613918475854,0
Houston,2024-01-08,20,Level 1,1,1,63.62653233247981,41.006080032057206,71.25331650755305,152.25986699080715,1
Houston,2024-01-08,21,Level 1,1,1,8.349591228417406,43.32205190716476,62.97068755428872,311.63040806348147,1
Houston,2024-01-09,7,DC Fast Charger,1,1,13.485195325551771,82.88645336185421,52.65258829558403,152.25986699080715,1
Houston,2024-01-09,14,Level 1,1,1,70.99471727287802,72.89524752521268,68.05110317943193,189.3786646114632,0
Houston,2024-01-09,16,Level 2,1,1,78.64289917152071,74.3486809069066,50.72443430796444,152.25986699080715,0
Houston,2024-01-09,18,Level 1,1,1,75.18617180833594,17.16005127164052,64.31018702277949,150.0470023654809,1
Houston,2024-01-10,1,DC Fast Charger,1,1,15.273666673214588,86.95322411290303,85.1364391530881,113.66850091386252,0
Houston,2024-01-10,9,Level 1,1,1,44.15948700741327,81.45214550820731,89.29358320332949,33.56494022873299,1
Houston,2024-01-10,11,Level 1,1,1,20.46478094414017,18.13415171447935,56.11481331797653,62.929956055320496,0
Houston,2024-01-10,16,Level 1,1,1,68.82528250979368,70.75160734375731,55.33183817144085,139.0348046627528,0
Houston,2024-01-10,18,DC Fast Charger,1,1,42.69140537961698,18.855647655655325,98.32393364522612,139.22221781498155,1
Houston,2024-01-11,11,DC Fast Charger,1,1,22.275712407676338,83.64021009068946,59.25917190505719,114.54068138039771,0
Houston,2024-01-11,13,Level 2,1,1,61.1175287370132,28.71589130188672,52.96116985862483,172.6673987833455,0
Houston,2024-01-12,3,DC Fast Charger,1,1,36.53187940069507,80.02092861263984,75.52594738649499,97.7257585439812,0
Houston,2024-01-12,9,Level 1,1,1,47.904097938603606,48.97534202307546,75.49040404239132,32.237616796183886,1
Houston,2024-01-12,12,Level 2,1,1,79.0022597060318,22.533751566678475,93.29783009724342,39.74600722869755,0
Houston,2024-01-12,22,Level 1,1,1,51.62169093377357,22.787479040018432,58.6624943861943,185.95215211232087,0
Houston,2024-01-13,1,Level 1,1,1,70.62045542020036,25.723471642871232,99.585814595444,188.46379155896125,0
Houston,2024-01-13,3,DC Fast Charger,1,1,32.52486104511656,23.42576752983394,83.74262073596746,294.05825875693694,0
Houston,2024-01-13,4,Level 1,1,1,78.39905610034737,49.66021029282839,83.24626253232046,119.78864790850731,0
Houston,2024-01-13,10,Level 2,1,1,23.99396127242872,87.85226345162022,75.36398822746145,205.17024168903671,1
Houston,2024-01-13,16,Level 2,1,1,23.54038391979749,17.170614248794294,39.31920167051178,192.85689131728176,0
Houston,2024-01-13,19,Level 1,1,1,46.45478115373152,12.793089168257392,70.71797256504605,3.824527427420319,1
Houston,2024-01-13,21,DC Fast Charger,1,1,66.17491556109752,57.51855751045613,59.21834420857712,19.842550619791872,1
Houston,2024-01-14,3,DC Fast Charger,1,1,55.420912210556,74.61169023972576,62.05991728356241,204.67136761932085,0
Houston,2024-01-14,18,Level 2,1,1,14.503455142567915,51.14214596336595,99.98660421478364,168.0448614464392,1
Houston,2024-01-14,22,Level 2,1,1,103.81260559148436,52.79679327470648,89.3517921097638,99.9410054242442,0
Houston,2024-01-15,1,DC Fast Charger,1,1,62.19283345936647,24.3852455984819,88.82972948026371,277.7232644606139,0
Houston,2024-01-15,8,DC Fast Charger,1,1,40.161421851143096,35.04453497731117,94.56359194190472,93.99523169765295,1
Houston,2024-01-15,9,Level 2,1,1,42.51736091943514,88.94643474449397,63.743344919418114,191.0776829422596,1
Houston,2024-01-15,19,Level 2,1,1,10.450657832354688,82.76444286202731,60.77776334578708,85.92100724905812,1
Houston,2024-01-15,20,Level 2,1,1,30.80566200277668,60.727202748946425,61.20655136874687,155.71449022041207,1
Houston,2024-01-16,0,DC Fast Charger,1,1,73.09045077014305,29.666501463197683,99.8568507681671,227.7259802260517,0
Houston,2024-01-16,1,Level 2,1,1,26.992344080966543,23.69485787229742,56.10531021153972,237.51102046374248,0
Houston,2024-01-16,13,Level 2,1,1,52.90446366869147,89.8386106965979,97.49538046654772,36.74369480038644,0
Houston,2024-01-16,21,Level 2,1,1,42.69140537961698,70.60042407643812,89.35441575561919,71.32019242761334,1
Houston,2024-01-17,2,Level 1,1,1,54.88401335852117,64.28041814613954,82.38389625223746,127.07132090658584,0
Houston,2024-01-17,6,Level 2,1,1,36.047577386304056,46.32842585884544,52.15170916533472,57.6589438038869,0
Houston,2024-01-17,7,Level 1,1,1,31.73575031358406,58.968752752506965,81.66823961304,87.27410521974205,1
Houston,2024-01-17,8,Level 2,1,1,64.5382469650896,17.189637655147195,57.13538346069592,258.3785312145929,1
Houston,2024-01-17,15,Level 1,1,1,69.44996147928137,27.56248158524955,63.29227669048761,150.11184678792918,0
Houston,2024-01-17,19,DC Fast Charger,1,1,79.46231190835228,28.461230838653726,49.09641537645538,48.23161874464395,1
Houston,2024-01-18,3,DC Fast Charger,1,1,27.04710323077237,52.03296567632051,105.6169219318498,58.72601728426816,0
Houston,2024-01-18,8,DC Fast Charger,1,1,5.650181738384828,58.40045758268339,65.01799108616504,83.26552535518786,1
Houston,2024-01-18,14,DC Fast Charger,1,1,72.71574852972469,28.898519624791028,57.73534409312983,151.6213286334007,0
Houston,2024-01-18,15,DC Fast Charger,1,1,61.92710360384021,73.65740811728803,93.02610697458002,152.25986699080715,0
Houston,2024-01-18,23,DC Fast Charger,1,1,33.39817875530706,23.344139229666805,68.13930114934985,23.106882718779463,0
Houston,2024-01-19,1,Level 2,1,1,74.54048485931233,51.814911293300895,76.07639192771855,31.43841720184454,0
Houston,2024-01-19,5,Level 2,1,1,76.49931986653537,24.87475155858137,58.71010168215999,59.59145482959687,0
Houston,2024-01-19,19,Level 2,1,1,63.83060874636528,11.083545913952166,74.4052795934412,295.9873020763941,1
Houston,2024-01-19,23,Level 1,1,1,65.18392768549774,17.729717562967462,82.79136169634214,254.2166123575022,0
Houston,2024-01-20,3,DC Fast Charger,1,1,21.030519654584147,16.00498510621164,70.4098916045716,157.67642915027503,0
Houston,2024-01-20,12,Level 2,1,1,21.002230102472843,32.27555920443467,58.86833854431998,216.6864603163302,0
Houston,2024-01-20,21,DC Fast Charger,1,1,34.80201788379793,64.52432585147629,57.798200960914784,152.25986699080715,1
Houston,2024-01-21,2,DC Fast Charger,1,1,41.95057477332522,89.07810182357422,96.16384199258748,44.225821881158815,0
Houston,2024-01-21,7,DC Fast Charger,1,1,11.48343148800489,35.53501680990728,91.07521077036716,267.40126313418483,1
Houston,2024-01-21,10,Level 1,1,1,15.254170728009932,42.74181829169473,88.23131388421965,263.8277791210288,1
Houston,2024-01-21,11,Level 1,1,1,45.06853330402873,51.66193909108173,92.05776182737962,76.48391316423336,0
Houston,2024-01-21,14,Level 1,1,1,64.87047474097292,26.65071179350475,56.36477070018802,90.13480940146296,0
Houston,2024-01-21,15,Level 1,1,1,25.13233553126914,25.684348116376185,94.52863671218913,127.43001739522587,0
Houston,2024-01-21,23,DC Fast Charger,1,1,67.45124177150385,36.06774243125904,61.52733401108259,277.48917187603246,0
Houston,2024-01-22,1,Level 1,1,1,21.819378736342376,77.2186383638102,96.7728077802988,199.5727451903281,0
Houston,2024-01-22,16,DC Fast Charger,1,1,60.12372287224216,30.09851054515697,86.75793989597003,205.5531188351665,0
Houston,2024-01-23,0,DC Fast Charger,1,1,28.578878080059383,25.487878220389383,91.46611949979288,268.4562979471927,0
Houston,2024-01-23,1,Level 2,1,1,21.13404477845307,44.7142151570006,79.20117923596027,72.353761687005,0
Houston,2024-01-23,4,Level 2,1,1,79.39006382394219,63.91237041956912,87.44451136593865,152.25986699080715,0
Houston,2024-01-23,10,Level 2,1,1,42.69140537961698,49.716870276033006,75.84852337134393,152.25986699080715,1
Houston,2024-01-24,2,Level 1,1,1,64.60983161155823,21.98287036518241,72.93984362354989,116.17711903418054,0
Houston,2024-01-24,7,Level 1,1,1,34.38288065090023,51.16789790994329,88.32990473257357,108.5921418798638,1
Houston,2024-01-24,11,Level 1,1,1,37.42669941100735,94.43594757344395,90.53708519645944,136.9591350117216,0
Houston,2024-01-24,14,DC Fast Charger,1,1,75.62248861139022,72.63725302405064,68.33086515542429,214.7186173410384,0
Houston,2024-01-24,17,DC Fast Charger,1,1,66.85109294209524,24.351228207169505,61.21435182464796,297.8937853253713,1
Houston,2024-01-24,18,DC Fast Charger,1,1,32.34799932603372,71.05173681313087,83.00801293723802,254.04364446976447,1
Houston,2024-01-24,23,Level 2,1,1,42.69140537961698,30.14072124145576,85.00767893682871,61.68334147225403,0
Houston,2024-01-25,12,Level 2,1,1,71.97510217973728,63.10375471060478,63.99918589403212,103.9155587984807,0
Houston,2024-01-25,17,Level 2,1,1,75.40700953728192,32.02965792973367,101.60527923430952,93.79222804570132,1
Houston,2024-01-25,22,Level 2,1,1,28.279857147188363,62.57412042187828,88.35855052582593,190.6843550232037,0
Houston,2024-01-26,1,DC Fast Charger,1,1,21.4227595329351,86.49476539812044,52.98111185901106,74.38130924687583,0
Houston,2024-01-26,8,Level 1,1,1,22.016443610220865,23.665610919342743,74.89872941823225,236.5735610243411,1
Houston,2024-01-26,17,DC Fast Charger,1,1,49.73870005239731,85.7276473198578,52.82854414772641,272.1851200948879,1
Houston,2024-01-26,19,Level 1,1,1,44.95337165292389,66.85003619045646,61.31395762559154,232.2448941320328,1
Houston,2024-01-26,21,Level 2,1,1,44.06215479055562,74.68318533575786,73.06427881282285,10.898430607673127,1
Houston,2024-01-27,3,Level 2,1,1,38.5981394103895,37.92749853459692,75.10094365242409,298.319221457481,0
Houston,2024-01-27,14,DC Fast Charger,1,1,79.75044564145941,19.733751440310023,69.3314433824692,187.4594569554162,0
Houston,2024-01-27,15,DC Fast Charger,1,1,66.89909636313753,22.593136047374216,75.40468288713939,227.4271614039156,0
Houston,2024-01-27,17,DC Fast Charger,1,1,40.05179662487088,21.78035695349116,92.3319815886202,114.7560838987734,1
Houston,2024-01-27,19,DC Fast Charger,1,1,38.36041212940863,72.50501027428835,86.30071771574521,281.0252124025229,1
Houston,2024-01-27,20,Level 1,1,1,6.337534264521747,44.29225742818147,55.5236463027372,170.92055240618774,1
Houston,2024-01-27,21,DC Fast Charger,1,1,6.978771350415376,23.831531591573373,78.77996734336779,76.9515940823401,1
Houston,2024-01-27,23,DC Fast Charger,1,1,62.42036136933443,119.0511074773042,50.38374047794385,263.5031195019603,0
Houston,2024-01-28,12,Level 1,1,1,23.83688010187143,63.198836279094415,73.81270846074626,192.32269501445737,0
Houston,2024-01-28,13,Level 1,1,1,29.34959503888956,72.6049992234139,22.27521584720757,95.2684455561382,0
Houston,2024-01-28,21,DC Fast Charger,1,1,69.71594630744188,20.432310798427924,79.51998829798639,205.7699162392264,1
Houston,2024-01-28,23,DC Fast Charger,1,1,69.42235104080157,29.13398078893268,99.88715307218884,74.04370796256828,0
Houston,2024-01-29,3,Level 2,1,1,48.50288659256919,28.208935069265067,64.31222001060793,94.94198697812332,0
Houston,2024-01-29,5,Level 1,1,1,45.47118879513778,56.83137688293154,89.62384238551863,289.7879843555108,0
Houston,2024-01-29,13,Level 2,1,1,51.20692408624951,67.38758549248693,59.75759842874595,178.11509933838914,0
Houston,2024-01-29,14,Level 2,1,1,7.275443511373867,12.88478096498137,72.4517483132095,66.80027139939963,0
Houston,2024-01-29,21,Level 1,1,1,47.19744469005413,74.87748787760317,94.07356949467206,278.9265238402248,1
Houston,2024-01-30,3,Level 1,1,1,24.401133035107133,65.98351536998533,51.25486777484991,32.039490764758696,0
Houston,2024-01-30,11,Level 2,1,1,42.74479256756108,19.56303215617694,67.79633548104113,119.4883558366469,0
Houston,2024-01-30,16,Level 2,1,1,45.9092521544369,40.71611726313112,97.28846478393484,194.2513955234278,0
Houston,2024-01-30,17,DC Fast Charger,1,1,8.115370261050328,22.18992507323624,99.6280979332727,223.4058066531342,1
Houston,2024-01-30,21,DC Fast Charger,1,1,21.308572550577523,78.29829103715065,91.71603560211943,198.7338105752665,1
Houston,2024-01-31,3,Level 2,1,1,55.30273056094204,71.91664638264722,88.37524193738372,106.93964742381894,0
Houston,2024-01-31,6,Level 2,1,1,36.22941276064402,43.356673917181936,91.9403167511568,144.45037199616232,0
Houston,2024-01-31,7,DC Fast Charger,1,1,12.350406115320627,47.07173172848,68.83315695012828,152.25986699080715,1
Houston,2024-01-31,13,Level 1,1,1,68.24465321163233,57.90799490448934,88.30938417267018,276.3925880192631,0
Houston,2024-01-31,18,DC Fast Charger,1,1,6.0651617128073525,19.6468972894588,71.19100274361134,92.40439692859523,1
Houston,2024-02-01,1,Level 1,1,1,41.76664809903056,42.35837562463637,51.49172570737395,14.592443203376243,0
Houston,2024-02-01,5,DC Fast Charger,1,1,57.97765788877307,58.30868499503002,63.86610505130568,114.88329577828593,0
Houston,2024-02-01,6,Level 2,1,1,74.107522176834,72.90390528618417,51.69102215864916,177.20888715663634,0
Houston,2024-02-01,13,Level 2,1,1,64.37713244013099,15.586956248765569,98.80776450626408,199.75840075880325,0
Houston,2024-02-02,1,Level 2,1,1,15.5583755009174,83.20214244739164,61.22134406044192,243.8284443691261,0
Houston,2024-02-02,2,DC Fast Charger,1,1,40.736704801536966,33.926486820365405,67.69533120051153,119.09691886890435,0
Houston,2024-02-02,7,Level 1,1,1,20.51871405095877,83.59048180230292,159.98890318877596,286.44000986240627,1
Houston,2024-02-02,8,DC Fast Charger,1,1,13.587964735173609,67.80447254927141,58.52581792723408,103.52119282347734,1
Houston,2024-02-02,10,Level 1,1,1,73.37136541275711,62.52618043388769,62.34091279224722,180.45248661608585,1
Houston,2024-02-02,16,Level 2,1,1,42.69140537961698,41.49585704461199,54.94247646333063,38.02248829943296,0
Houston,2024-02-02,21,Level 1,1,1,43.254517140810776,16.42986703126396,85.24212847364188,156.19622550598012,1
Houston,2024-02-03,4,DC Fast Charger,1,1,10.241885891596077,14.961669635907109,70.51180081437839,295.9150268898221,0
Houston,2024-02-03,12,Level 1,1,1,8.918418777562092,16.990405001559274,55.82664102960632,15.21342604109595,0
Houston,2024-02-03,22,DC Fast Charger,1,1,27.00471085893386,88.18011161914227,61.43525685750637,298.87018569212825,0
Houston,2024-02-03,23,Level 2,1,1,6.661747206218264,83.28204154815583,65.00624640464159,152.25986699080715,0
Houston,2024-02-04,0,DC Fast Charger,1,1,53.648424429654725,21.455270566975216,98.16391585359358,292.8722924029989,0
Houston,2024-02-04,17,DC Fast Charger,1,1,42.69140537961698,45.283321780522144,15.717975166062086,276.5598512019276,1
Houston,2024-02-04,19,DC Fast Charger,1,1,60.08034819074353,37.69074850745198,93.80110629341414,221.89677790062672,1
Houston,2024-02-05,6,Level 1,1,1,61.56734925121615,17.25267949273368,58.87841174048256,279.5167461006761,0
Houston,2024-02-05,10,Level 1,1,1,22.572882450288343,51.55000841686424,74.1444021005201,49.07601045956073,1
Houston,2024-02-05,14,Level 1,1,1,51.492346382026085,62.1223748292006,81.29379863432871,32.48464488487498,0
Houston,2024-02-05,19,Level 2,1,1,44.76974192287614,64.11014685239297,90.55214709137564,168.5338077245869,1
Houston,2024-02-05,20,DC Fast Charger,1,1,38.2137648106408,88.25641630399335,73.26212814178669,239.29101175136364,1
Houston,2024-02-06,3,Level 2,1,1,40.257196883863706,28.841329486807112,85.27530270966454,61.05376918138752,0
Houston,2024-02-06,4,DC Fast Charger,1,1,51.20288962549678,75.55734011955374,56.56750423592851,129.48975674563343,0
Houston,2024-02-06,17,Level 1,1,1,77.45420995738992,80.65255109296433,90.08739343768669,238.8650097724857,1
Houston,2024-02-06,20,DC Fast Charger,1,1,20.17078858180017,31.556926298671403,97.82793195403904,96.25331245523712,1
Houston,2024-02-07,4,DC Fast Charger,1,1,39.93276466234457,43.60824251245972,54.32016802359381,327.39309338387187,0
Houston,2024-02-07,15,Level 1,1,1,6.268235994227531,65.99350198707378,140.38304771786375,151.07981113467872,0
Houston,2024-02-07,21,DC Fast Charger,1,1,20.84637781774533,61.833523772810935,85.03607836550964,139.37076700591442,1
Houston,2024-02-08,5,DC Fast Charger,1,1,37.610115032737085,30.60283601924668,101.90518140943736,14.91695623231132,0
Houston,2024-02-08,6,DC Fast Charger,1,1,38.00957724097448,48.29442033601399,98.25239498716788,233.1699557622304,0
Houston,2024-02-08,10,DC Fast Charger,1,1,10.336644191193582,32.98603195247169,84.16649567791455,47.535445644345366,1
Houston,2024-02-08,16,Level 2,1,1,37.1185672622842,39.79613148030942,91.68222793303246,18.941504107479027,0
Houston,2024-02-08,20,Level 2,1,1,45.6603131979625,67.9052419126301,65.23658770368718,168.81408681033815,1
Houston,2024-02-09,4,DC Fast Charger,1,1,58.74152298342496,19.42640522822153,59.51725759017592,46.37042315883061,0
Houston,2024-02-09,14,Level 2,1,1,33.47231506142258,76.46236262295349,81.41249704737655,27.77005155169898,0
Houston,2024-02-09,23,Level 1,1,1,72.08924276832295,22.9005078019988,94.2082551923395,87.67871773454391,0
Houston,2024-02-10,12,DC Fast Charger,1,1,45.81366156734756,68.4341184931085,86.79517154359726,235.8378260434116,0
Houston,2024-02-10,18,DC Fast Charger,1,1,75.52338506958138,82.54484839850262,70.70118042446026,125.5393819263934,1
Houston,2024-02-11,3,Level 2,1,1,77.63851676623986,23.24454736787144,94.69156133251312,67.03337523282886,0
Houston,2024-02-11,8,Level 2,1,1,53.95698169820941,89.97564874838083,95.03577021009548,17.094461724531058,1
Houston,2024-02-11,13,DC Fast Charger,1,1,46.61987332807575,70.09449291993268,59.04290082900266,210.7494443666301,0
Houston,2024-02-11,17,Level 1,1,1,6.443672288667047,81.59731029150917,84.92637814847063,11.742221498100374,1
Houston,2024-02-12,0,DC Fast Charger,1,1,62.0462303749696,88.39122579769648,77.93392383324964,43.027865145970566,0
Houston,2024-02-12,8,Level 1,1,1,71.7085068763758,12.22342319736624,77.413347343374,181.08912606726616,1
Houston,2024-02-12,19,Level 2,1,1,44.01595165676219,73.34621767453042,78.15992983033394,78.1193777771749,1
Houston,2024-02-13,3,Level 2,1,1,66.09153402649976,42.30136723646485,70.72631713302562,167.6635290519136,0
Houston,2024-02-13,8,DC Fast Charger,1,1,44.88676331081039,81.95826163628871,70.54283762212998,184.68996325710148,1
Houston,2024-02-13,9,Level 2,1,1,58.94085857253415,82.36033129744631,92.03577293542216,81.1829007361303,1
Houston,2024-02-13,10,Level 1,1,1,10.039817806428031,35.98360523295467,70.68328883636845,81.8210812984393,1
Houston,2024-02-13,12,DC Fast Charger,1,1,29.758384839143087,10.813905445398316,36.548360117720776,51.20231810325872,0
Houston,2024-02-13,13,DC Fast Charger,1,1,69.59647495660728,60.63891761828843,73.00925296352099,288.9795540720557,0
Houston,2024-02-13,17,Level 2,1,1,8.234584116412151,23.358908235399383,97.6615848182109,298.7188568370856,1
Houston,2024-02-14,11,Level 1,1,1,40.78700348086861,68.76134194190155,55.146158675613634,159.6155013686422,0
Houston,2024-02-14,15,Level 2,1,1,18.79049305407434,41.7717522015893,67.06652608674831,152.25986699080715,0
Houston,2024-02-14,18,Level 1,1,1,34.895113266087755,61.53265078264192,89.00103781384965,269.8883399506302,1
Houston,2024-02-14,23,Level 1,1,1,38.08536376892858,11.83050192157471,97.62978359732809,135.7109313108204,0
Houston,2024-02-15,3,Level 1,1,1,68.56767860768713,68.2737038427022,93.57394709925563,92.04491202728217,0
Houston,2024-02-15,12,Level 2,1,1,59.7683124702693,81.95499699157732,59.94650610625163,166.33276513833584,0
Houston,2024-02-15,13,Level 1,1,1,36.70152016311202,26.348198442271595,95.16288706703092,49.5508274275402,0
Houston,2024-02-15,19,Level 2,1,1,15.729551165353076,10.874271917419884,80.29223804479403,279.03137592803216,1
Houston,2024-02-15,20,Level 1,1,1,34.077999734831565,70.12447701929887,61.59652123034113,152.25986699080715,1
Houston,2024-02-16,5,Level 1,1,1,23.193290217345247,72.88118470947465,86.9355478700154,181.04984993024897,0
Houston,2024-02-16,9,Level 2,1,1,42.69140537961698,25.18431669331104,80.23578040769863,200.88321813183416,1
Houston,2024-02-16,10,Level 1,1,1,56.1150925022779,22.3498792992591,80.08848451859055,81.96840140430736,1
Houston,2024-02-16,11,Level 1,1,1,15.898734225246953,46.21839948967462,60.72812098502296,211.55286802898283,0
Houston,2024-02-16,12,Level 2,1,1,41.15701390960357,31.46784537988397,77.45210904111309,125.7627771543212,0
Houston,2024-02-16,15,Level 1,1,1,90.23550358200892,70.5520108342991,50.51807735388895,102.7551582816518,0
Houston,2024-02-16,16,DC Fast Charger,1,1,18.1024722667836,33.300883156898145,99.70093459071948,51.23943380552032,0
Houston,2024-02-16,23,Level 1,1,1,79.97267190690829,75.82897474627676,67.97645021887641,117.69789331623232,0
Houston,2024-02-17,0,DC Fast Charger,1,1,5.163807087916792,32.17142732636586,56.7239574164585,45.400598655642405,0
Houston,2024-02-17,12,DC Fast Charger,1,1,45.45344885211073,18.30616688088955,66.42847642409154,131.05424098801743,0
Houston,2024-02-17,15,DC Fast Charger,1,1,59.16864335631949,50.51010596682404,68.59776436636375,156.81023942343762,0
Houston,2024-02-17,20,Level 1,1,1,77.12500791368723,62.322640558525926,81.40719887465627,272.79517131853873,1
Houston,2024-02-17,21,DC Fast Charger,1,1,8.28243853987389,76.66998194035097,62.00647451732488,216.5024785007296,1
Houston,2024-02-18,17,Level 1,1,1,27.70606778534244,46.48302918515636,98.6273440219893,104.86167280604526,1
Houston,2024-02-19,2,DC Fast Charger,1,1,5.755524649492359,63.61556869644066,73.807350446242,107.66904425344254,0
Houston,2024-02-19,6,DC Fast Charger,1,1,9.206012694775316,46.607930464309526,66.14678806221944,280.54368535047314,0
