station_key,Charging Station ID,Charging Station Location,Vehicle Model,Charger Type,User Type,weather_condition,traffic_level,charging_hour,charging_month,is_weekend,is_peak_hour,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Battery Capacity (kWh),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),temperature_c,humidity_percent,precipitation_mm,wind_speed_kph,traffic_score,road_congestion_index,nearby_events_count,station_occupancy_percent,estimated_waiting_time_minutes,overload_risk
Station_71_Los Angeles,Station_71,Los Angeles,Hyundai Kona,Level 1,Commuter,Clear,Moderate,23,1,0,0,33.370542026215475,2.4863752525971208,41.92916859260739,75.0,58.60908208265877,71.21956042362135,279.5193618635699,7.3,61,0.0,13.7,57,0.64,0,70.7,32.99,0
Station_480_Houston,Station_480,Houston,BMW i3,DC Fast Charger,Casual Driver,Clear,Low,0,1,0,0,73.09045077014305,1.7540479473185384,30.388803808157416,77.60847805142836,29.666501463197683,99.8568507681671,227.7259802260517,6.5,68,0.0,11.5,34,0.35,0,60.64,27.24,0
Station_48_Houston,Station_48,Houston,BMW i3,Level 2,Commuter,Clear,Low,1,1,0,0,26.992344080966543,3.548983525567543,46.58137118308024,75.0,23.69485787229742,56.10531021153972,237.51102046374248,4.0,63,0.0,12.0,29,0.26,1,69.8,29.63,0
Station_19_Chicago,Station_19,Chicago,BMW i3,Level 1,Commuter,Clear,Low,2,1,0,0,6.9381938340043,3.2909626809163703,13.2879240552999,85.0,88.60942030171464,81.44337976475231,230.3190328881203,-12.5,61,0.0,16.6,27,0.23,0,67.64,28.71,0
Station_262_Los Angeles,Station_262,Los Angeles,Hyundai Kona,Level 1,Casual Driver,Clear,Moderate,3,1,0,0,42.29018026674148,2.012292994982237,37.806096359579605,50.0,81.1021620402358,92.83360459772088,242.4530430968343,6.3,60,0.0,9.1,39,0.42,0,63.48,28.7,0
Station_84_Los Angeles,Station_84,Los Angeles,BMW i3,DC Fast Charger,Commuter,Clear,Low,4,1,0,0,30.036118378192803,1.6434822524313395,13.372949045558247,100.0,14.364249190360638,80.38540836870507,217.91571614184764,7.2,58,0.0,15.3,31,0.37,0,59.13,26.43,0
Station_155_New York,Station_155,New York,Hyundai Kona,Level 2,Long-Distance Traveler,Clear,Moderate,5,1,0,0,10.386093782293678,1.2425644202586024,47.76649443710824,62.0,56.66366372880108,73.29028271679678,188.1506523593367,11.5,50,0.0,9.7,39,0.39,0,58.8,27.21,0
Station_53_New York,Station_53,New York,BMW i3,Level 2,Commuter,Clear,High,6,1,0,0,45.71947918248383,2.872161730269349,47.84255660041194,50.0,35.421950002135304,88.85354956614376,156.87665110401693,9.7,66,0.0,18.8,62,0.59,0,74.21,34.67,0
Station_107_Chicago,Station_107,Chicago,Chevy Bolt,Level 2,Commuter,Partly Cloudy,High,7,1,0,1,24.59962969556764,2.0078608677549403,11.820175787578869,50.0,51.18826307688968,63.46582475528865,263.83317339672374,-8.5,59,0.0,22.8,76,0.74,0,84.64,47.54,1
Station_357_San Francisco,Station_357,San Francisco,BMW i3,Level 2,Commuter,Partly Cloudy,Severe,8,1,0,1,23.1470476755872,3.2840921871772863,25.399493636182896,62.0,76.8199763212987,50.972793140727326,61.04731008834905,12.6,53,0.0,13.8,94,0.99,0,96.36,53.28,1
Station_304_San Francisco,Station_304,San Francisco,Hyundai Kona,DC Fast Charger,Long-Distance Traveler,Clear,Severe,9,1,0,1,52.71641215020086,0.5628169402063448,6.422556538989332,85.0,37.682102722139774,81.9072284186087,225.3042080811376,7.6,54,0.0,12.1,85,0.79,0,78.67,46.62,1
Station_135_San Francisco,Station_135,San Francisco,Nissan Leaf,DC Fast Charger,Casual Driver,Partly Cloudy,High,10,1,0,1,42.69140537961698,2.2737418355380994,46.48898767165858,100.0,15.265841435051517,60.94892254921191,264.8997690093633,11.1,65,0.0,5.5,70,0.71,0,84.56,46.86,1
Station_443_Los Angeles,Station_443,Los Angeles,BMW i3,Level 2,Long-Distance Traveler,Partly Cloudy,High,11,1,0,0,68.25299905062542,1.6319957436277532,29.208426798948363,48.63693124756141,85.9024619599349,91.27822446726908,50.413024895600245,12.1,54,0.0,2.2,75,0.74,0,70.05,34.77,0
Station_69_Los Angeles,Station_69,Los Angeles,Nissan Leaf,Level 1,Long-Distance Traveler,Clear,High,12,1,0,0,56.42022999086558,0.8288732839363397,25.40285241085352,85.0,32.61238657309413,65.16007356921413,12.807514731098356,13.2,66,0.0,6.1,73,0.74,0,64.98,32.92,0
Station_11_Houston,Station_11,Houston,Chevy Bolt,Level 2,Long-Distance Traveler,Clear,Moderate,13,1,0,0,52.90446366869147,1.5469560347093554,15.572055588337298,75.0,89.8386106965979,97.49538046654772,36.74369480038644,11.0,66,0.0,17.9,41,0.43,0,60.98,28.12,0
Station_143_Los Angeles,Station_143,Los Angeles,Tesla Model 3,Level 2,Casual Driver,Clear,High,14,1,0,0,28.1635456086215,2.2913223910351843,23.389205345851654,50.0,72.89998625989823,18.700349486531323,23.47388206048818,13.2,57,0.0,4.8,72,0.71,0,73.23,35.45,1
Station_192_Los Angeles,Station_192,Los Angeles,Chevy Bolt,Level 1,Commuter,Clear,High,15,1,0,0,1.356731546885289,1.5712045852380068,16.26758640521298,100.0,40.92338001382405,83.06868681876806,152.25986699080715,13.4,70,0.0,11.4,68,0.64,0,67.88,33.3,0
Station_387_Los Angeles,Station_387,Los Angeles,BMW i3,Level 2,Long-Distance Traveler,Partly Cloudy,High,16,1,0,0,8.93042648458991,3.779533948292503,25.603799331857445,85.0,86.75148899550561,71.80303060461523,275.0786019144124,10.8,50,0.0,16.8,71,0.73,1,81.57,38.01,1
Station_378_Chicago,Station_378,Chicago,Nissan Leaf,Level 1,Commuter,Snow,Severe,17,1,0,1,55.78297746472087,1.37679715607362,46.33334189802024,75.0,29.614363227382576,88.37842811530948,10.879984091847628,-9.4,86,0.6,20.8,93,0.88,1,93.11,58.13,1
Station_69_Los Angeles,Station_69,Los Angeles,Nissan Leaf,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,Severe,18,1,0,1,16.67359945711931,1.809282615508712,32.99482958919536,85.0,77.48514337130472,88.66543213628108,281.8878021909634,7.2,51,0.0,6.1,100,1.0,0,89.39,51.7,1
Station_23_New York,Station_23,New York,Hyundai Kona,Level 1,Long-Distance Traveler,Clear,High,19,1,0,1,13.280712325754468,1.7614413222294734,59.14854488775761,100.0,76.55821189990698,81.58200949625066,257.6075888403542,9.2,66,0.0,10.7,77,0.76,0,83.42,47.26,1
Station_181_New York,Station_181,New York,Nissan Leaf,DC Fast Charger,Long-Distance Traveler,Heavy Rain,Severe,20,1,0,1,7.668660934509698,0.7499042038041743,25.457146678252645,50.0,86.16194217356585,81.61986322060685,53.30743848250727,8.3,69,10.0,7.8,89,0.9,0,88.58,56.24,1
Station_293_Houston,Station_293,Houston,Hyundai Kona,Level 2,Long-Distance Traveler,Partly Cloudy,Severe,21,1,0,1,42.69140537961698,3.617078160426682,23.2230159227094,75.0,70.60042407643812,89.35441575561919,71.32019242761334,6.9,70,0.0,12.0,84,0.87,0,95.83,52.01,1
Station_9_Chicago,Station_9,Chicago,Tesla Model 3,Level 1,Long-Distance Traveler,Clear,Moderate,22,1,0,0,64.94285706525936,3.6367947005783794,49.319128854525374,62.0,49.301060486496944,73.24351852996135,41.762292021485166,-10.5,68,0.0,20.1,54,0.52,0,76.48,34.51,0
Station_271_New York,Station_271,New York,BMW i3,Level 1,Long-Distance Traveler,Partly Cloudy,Moderate,23,1,0,0,70.06077676219795,3.399748992504942,42.945683367847664,100.0,95.79218803476924,66.37502517544502,164.02863705100555,6.6,59,0.0,13.1,56,0.58,0,75.61,34.46,0
Station_387_Chicago,Station_387,Chicago,Hyundai Kona,Level 2,Casual Driver,Partly Cloudy,Low,0,1,0,0,42.69140537961698,1.325136130016742,27.85442042671165,85.0,10.008818544145797,58.15490030758101,284.5828419798684,-14.8,61,0.0,13.5,33,0.38,0,57.92,26.26,0
Station_93_Chicago,Station_93,Chicago,Tesla Model 3,DC Fast Charger,Commuter,Snow,Low,1,1,0,0,46.55965371578422,1.6657565361852955,35.776000248726106,100.0,77.27588158438571,95.74723144237556,197.5286464172002,-13.6,86,1.7,20.6,34,0.31,1,68.02,35.61,1
Station_454_Houston,Station_454,Houston,Nissan Leaf,Level 1,Commuter,Partly Cloudy,Low,2,1,0,0,54.88401335852117,1.8867705056862327,6.98513680525674,50.0,64.28041814613954,82.38389625223746,127.07132090658584,5.5,82,0.0,10.4,25,0.26,0,59.2,25.79,0
Station_17_Chicago,Station_17,Chicago,Nissan Leaf,Level 1,Casual Driver,Partly Cloudy,Low,3,1,0,0,13.726133739305284,6.176416559677362,12.48400854700609,50.0,82.91258265105539,90.83107621463682,166.7223837788621,-10.0,63,0.0,19.9,37,0.39,0,74.19,31.91,0
Station_154_Los Angeles,Station_154,Los Angeles,Tesla Model 3,Level 2,Long-Distance Traveler,Clear,Moderate,4,1,0,0,74.2197558575455,2.8291553779805483,3.5666530370869136,75.0,55.29384158305011,90.0971146794724,152.25986699080715,5.0,70,0.0,20.1,51,0.47,1,71.07,32.45,0
Station_405_Chicago,Station_405,Chicago,Nissan Leaf,DC Fast Charger,Casual Driver,Clear,Low,5,1,0,0,20.581387676280656,1.536944425840643,37.02662574504806,50.0,22.542508411280863,84.67236204491557,205.50752200060109,-9.2,85,0.0,19.3,28,0.22,1,57.71,25.65,0
Station_328_Houston,Station_328,Houston,Tesla Model 3,Level 2,Casual Driver,Partly Cloudy,High,6,1,0,0,36.047577386304056,1.645779959820823,49.85189638729916,75.0,46.32842585884544,52.15170916533472,57.6589438038869,10.3,71,0.0,7.9,62,0.56,0,66.91,32.33,0
Station_149_Houston,Station_149,Houston,Hyundai Kona,Level 1,Casual Driver,Light Rain,High,7,1,0,1,31.73575031358406,1.96195761837512,11.129872762551232,62.0,58.968752752506965,81.66823961304,87.27410521974205,12.1,83,1.5,19.3,67,0.65,0,82.11,45.75,1
Station_377_Houston,Station_377,Houston,Hyundai Kona,Level 2,Commuter,Clear,Severe,8,1,0,1,64.5382469650896,3.970999800756029,17.56016007058113,85.0,17.189637655147195,57.13538346069592,258.3785312145929,9.4,70,0.0,17.3,84,0.87,0,97.53,52.55,1
Station_267_New York,Station_267,New York,Tesla Model 3,Level 2,Casual Driver,Clear,Severe,9,1,0,1,41.5686202547537,2.534327206990629,27.876882761572915,85.0,25.52830137336865,73.36154763754071,240.38511602501632,10.6,64,0.0,22.9,100,0.98,1,93.8,53.12,1
Station_422_Los Angeles,Station_422,Los Angeles,Hyundai Kona,DC Fast Charger,Long-Distance Traveler,Clear,High,10,1,0,1,34.375669740166174,3.14574570749033,3.806546848260664,75.0,41.11182645121117,63.0261598722875,150.83472799252905,12.6,57,0.0,20.9,76,0.76,0,91.15,49.63,1
Station_328_New York,Station_328,New York,Hyundai Kona,DC Fast Charger,Casual Driver,Clear,High,11,1,0,0,12.118093232455848,2.8544938427036954,7.997038341783679,60.78928024814476,30.06718877773716,90.2070511207323,256.2264580975269,12.8,54,0.0,15.0,63,0.69,0,74.27,34.8,0
Station_106_San Francisco,Station_106,San Francisco,Hyundai Kona,Level 2,Commuter,Partly Cloudy,Severe,12,1,0,0,48.27254828512783,3.649578321999032,43.142319817212005,85.0,60.60395556948446,71.95417880149918,152.25986699080715,9.7,60,0.0,9.7,83,0.91,1,83.81,40.05,1
Station_472_Los Angeles,Station_472,Los Angeles,Chevy Bolt,Level 2,Commuter,Clear,High,13,1,0,0,26.4021039498391,0.9580223408018254,47.75905348319621,50.0,29.476011117716563,87.34323555672688,247.340301484012,15.5,65,0.0,15.4,60,0.59,0,62.7,30.76,0
Station_381_Chicago,Station_381,Chicago,BMW i3,Level 2,Long-Distance Traveler,Snow,High,14,1,0,0,54.62699762686274,2.231225791454563,27.773067432070523,62.0,55.80982585519321,60.03055717875766,246.2943567109018,-6.9,88,0.5,26.5,73,0.73,1,81.16,44.1,1
Station_35_Houston,Station_35,Houston,Nissan Leaf,Level 1,Casual Driver,Clear,Moderate,15,1,0,0,69.44996147928137,1.0662067473464614,49.4167326886436,75.0,27.56248158524955,63.29227669048761,150.11184678792918,7.9,85,0.0,9.5,48,0.5,0,60.3,28.68,0
Station_119_San Francisco,Station_119,San Francisco,Chevy Bolt,DC Fast Charger,Long-Distance Traveler,Clear,High,16,1,0,0,66.18914418092677,2.5014630992521187,2.535237861846668,85.0,88.31726131615515,103.06345239975644,69.74003079536826,8.8,65,0.0,11.9,66,0.66,0,73.08,34.75,0
Station_14_Los Angeles,Station_14,Los Angeles,Hyundai Kona,Level 1,Casual Driver,Partly Cloudy,Severe,17,1,0,1,13.66384250802366,0.7991338052061846,14.33045702276969,75.0,62.24698007651001,82.888930350227,209.0906430300939,11.4,76,0.0,9.8,91,0.9,0,81.36,48.15,1
Station_14_New York,Station_14,New York,Tesla Model 3,DC Fast Charger,Long-Distance Traveler,Clear,Severe,18,1,0,1,31.810223412630616,3.674137370718397,32.83733503507112,71.64548706847206,78.60513123193002,55.81019314986585,188.7036355239657,6.6,61,0.0,8.0,100,1.0,1,100.0,55.1,1
Station_266_Houston,Station_266,Houston,Hyundai Kona,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,High,19,1,0,1,79.46231190835228,2.895348986072257,25.4125201652172,62.0,28.461230838653726,49.09641537645538,48.23161874464395,10.3,63,0.0,8.9,77,0.77,0,90.14,49.41,1
Station_140_New York,Station_140,New York,BMW i3,Level 1,Long-Distance Traveler,Partly Cloudy,Severe,20,1,0,1,26.615202038752912,1.3179175040508335,22.743966622605768,50.0,59.93105266224815,69.52130643027168,193.00361520889265,8.8,60,0.0,14.4,100,0.98,0,86.62,50.82,1
Station_294_Los Angeles,Station_294,Los Angeles,Hyundai Kona,Level 1,Commuter,Partly Cloudy,Severe,21,1,0,1,42.69140537961698,0.8139778300387087,19.9347997838052,62.0,45.146440223456025,83.95513809182872,284.7546994724396,10.4,69,0.0,18.9,93,0.95,0,81.95,48.55,1
Station_364_Los Angeles,Station_364,Los Angeles,Tesla Model 3,Level 2,Commuter,Partly Cloudy,Moderate,22,1,0,0,64.40334432867209,1.4631090941590412,35.92852161296851,100.0,96.11613713747894,57.32059939540834,139.54941601046136,5.0,58,0.0,11.5,50,0.45,0,62.85,29.71,0
Station_119_San Francisco,Station_119,San Francisco,BMW i3,DC Fast Charger,Casual Driver,Partly Cloudy,Moderate,23,1,0,0,41.58671280364108,3.3058021698282234,39.75364156728047,75.0,76.76630833937877,55.041266802686565,53.087758941570144,8.2,56,0.0,12.4,59,0.55,0,75.75,34.83,0
Station_238_Chicago,Station_238,Chicago,Hyundai Kona,DC Fast Charger,Commuter,Clear,Moderate,0,1,0,0,76.4481598100646,2.515123737213468,19.766106813954536,75.0,81.36186445688712,66.48345027491834,131.78846154559577,-9.7,59,0.0,14.5,41,0.46,1,66.93,30.03,0
Station_34_New York,Station_34,New York,BMW i3,DC Fast Charger,Long-Distance Traveler,Clear,Low,1,1,0,0,19.89879895108544,1.8496720908513216,33.63605071304322,100.0,14.367222164095724,93.02253678331718,10.028295172958789,7.1,49,0.0,1.0,29,0.29,0,59.96,26.48,0
Station_169_San Francisco,Station_169,San Francisco,Nissan Leaf,Level 2,Commuter,Light Rain,Low,2,1,0,0,25.1008625389698,3.775303416191173,24.43460764935305,46.876796546450585,19.64174718336392,65.46861812315663,289.5420314364516,7.4,77,1.9,17.3,31,0.28,1,71.52,30.4,0
Station_10_Houston,Station_10,Houston,Nissan Leaf,DC Fast Charger,Commuter,Clear,Moderate,3,1,0,0,27.04710323077237,1.109637723285248,4.5216315423165945,50.0,52.03296567632051,105.6169219318498,58.72601728426816,7.4,80,0.0,19.9,39,0.4,0,58.22,27.02,0
Station_122_Chicago,Station_122,Chicago,Hyundai Kona,DC Fast Charger,Casual Driver,Clear,Low,4,1,0,0,30.184684241437047,2.9714279747215,40.18246010654073,50.0,64.15663500524101,65.40054488526368,104.53585323424738,-9.7,62,0.0,21.2,34,0.33,0,67.89,29.56,0
Station_401_San Francisco,Station_401,San Francisco,BMW i3,Level 1,Long-Distance Traveler,Clear,Moderate,5,1,0,0,15.342120681093242,3.3924522509710866,43.49684995974235,85.0,41.89272736540871,95.37829796681748,172.29357704315214,4.5,58,0.0,13.0,44,0.42,0,72.56,32.16,0
Station_145_New York,Station_145,New York,Tesla Model 3,Level 1,Commuter,Light Rain,High,6,1,0,0,45.34396447469323,3.0235736375596303,11.27466652026834,62.0,78.22201633321833,74.80767196420969,277.64368661968854,8.0,78,0.3,15.0,64,0.65,0,75.59,35.33,1
Station_451_Los Angeles,Station_451,Los Angeles,Hyundai Kona,Level 2,Commuter,Clear,Severe,7,1,0,1,60.26038300407493,3.030396835550412,31.22297313743316,50.0,51.19126735473256,66.23084709485897,175.9741268815444,7.5,47,0.0,11.8,89,0.89,0,93.9,51.94,1
Station_446_Houston,Station_446,Houston,Nissan Leaf,DC Fast Charger,Casual Driver,Partly Cloudy,High,8,1,0,1,5.650181738384828,0.6399514507924429,11.667438213057288,100.0,58.40045758268339,65.01799108616504,83.26552535518786,8.8,71,0.0,10.1,68,0.7,0,74.82,43.52,1
Station_223_New York,Station_223,New York,Nissan Leaf,Level 2,Casual Driver,Clear,Severe,9,1,0,1,32.491515817951985,0.7759716069971889,47.25775934357723,85.0,84.13308475155758,76.1749192144271,143.61035312523487,12.1,56,0.0,12.0,96,0.99,0,82.47,49.05,1
Station_371_Chicago,Station_371,Chicago,Hyundai Kona,Level 1,Long-Distance Traveler,Partly Cloudy,Severe,10,1,0,1,61.46067458832575,2.469784373228879,31.65043077258852,62.0,15.973834415845005,62.9312696243236,57.16364358717763,-6.2,63,0.0,16.8,82,0.87,0,88.85,49.55,1
Station_257_Chicago,Station_257,Chicago,BMW i3,DC Fast Charger,Casual Driver,Clear,Moderate,11,1,0,0,41.57891512365271,1.0769985933129254,35.41810599547556,85.0,45.88552782646099,90.42239600795594,149.93485696789244,-4.6,70,0.0,15.8,51,0.52,0,61.08,29.26,0
Station_268_Los Angeles,Station_268,Los Angeles,Nissan Leaf,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,High,12,1,0,0,41.60286682113125,1.49511890442402,4.90972210158473,100.0,61.83041388098421,61.69216277980648,32.04873121482466,10.7,57,0.0,12.2,72,0.75,0,68.56,33.96,0
Station_359_Los Angeles,Station_359,Los Angeles,BMW i3,Level 2,Long-Distance Traveler,Clear,High,13,1,0,0,29.697898464844947,3.9196356376575454,32.30310225795641,85.0,42.99230053892738,50.440450369675816,180.4529064607688,9.8,66,0.0,8.1,64,0.67,0,80.38,36.86,1
Station_4_Houston,Station_4,Houston,Nissan Leaf,DC Fast Charger,Commuter,Clear,Moderate,14,1,0,0,72.71574852972469,0.6821324319309614,32.25343212250283,69.44504561307087,28.898519624791028,57.73534409312983,151.6213286334007,14.7,76,0.0,14.9,43,0.46,0,56.8,27.01,0
Station_426_Houston,Station_426,Houston,Nissan Leaf,DC Fast Charger,Commuter,Light Rain,High,15,1,0,0,61.92710360384021,0.7984037862290121,25.27459825729891,85.0,73.65740811728803,93.02610697458002,152.25986699080715,9.2,89,1.5,15.5,63,0.68,1,62.34,30.98,0
Station_397_Los Angeles,Station_397,Los Angeles,Chevy Bolt,Level 1,Commuter,Light Rain,Moderate,16,1,0,0,12.666812834895836,2.3173563103421726,36.15762510493737,50.0,75.29528502074453,65.45118030280928,199.25939347720364,11.8,81,1.0,20.2,59,0.58,0,70.17,33.04,0
Station_354_Los Angeles,Station_354,Los Angeles,Nissan Leaf,Level 2,Commuter,Partly Cloudy,Severe,17,1,0,1,78.95506101572013,3.796562675515384,41.30756664038859,100.0,50.08944938648692,74.78962116495197,91.25991153552684,10.0,52,0.0,9.3,100,1.0,0,100.0,55.1,1
Station_106_Chicago,Station_106,Chicago,Tesla Model 3,Level 1,Commuter,Clear,Severe,18,1,0,1,64.98220570964298,3.7347586678524105,38.49923631058793,100.0,67.10984362193446,66.71032209156328,133.72424414712458,-7.3,71,0.0,21.5,97,1.0,0,99.77,54.7,1
Station_85_Los Angeles,Station_85,Los Angeles,Hyundai Kona,Level 2,Long-Distance Traveler,Clear,Severe,19,1,0,1,37.28701875736325,1.9047180148348133,29.148826227508486,85.0,29.08564191565545,78.12984431226614,46.646749394879045,3.8,57,0.0,9.2,99,0.98,0,89.84,51.74,1
Station_214_San Francisco,Station_214,San Francisco,Hyundai Kona,Level 1,Commuter,Clear,Severe,20,1,0,1,72.09484050132289,2.022818243448336,7.424169715513885,100.0,32.50685926451319,89.84464823529999,255.1174516175313,10.2,53,0.0,13.0,87,0.78,0,87.6,49.7,1
Station_121_New York,Station_121,New York,BMW i3,Level 2,Commuter,Clear,Severe,21,1,0,1,65.75133335346975,0.8762452298830018,42.51413254693079,62.0,18.32067912471357,81.15356977414737,80.82729730659933,6.6,61,0.0,9.8,97,0.98,0,83.3,49.43,1
Station_132_Los Angeles,Station_132,Los Angeles,Nissan Leaf,DC Fast Charger,Commuter,Clear,Moderate,22,1,0,0,42.86561113214803,2.1935147260171712,33.884619968872244,3.976596498856954,87.89447635185651,67.7784177480529,65.34041015754734,1.6,53,0.0,12.6,47,0.47,0,66.42,30.52,0
Station_338_Houston,Station_338,Houston,Tesla Model 3,DC Fast Charger,Long-Distance Traveler,Clear,High,23,1,0,0,33.39817875530706,2.4550069759789315,14.420929224434923,62.0,23.344139229666805,68.13930114934985,23.106882718779463,6.5,65,0.0,11.4,60,0.55,0,71.2,33.48,0
Station_197_San Francisco,Station_197,San Francisco,BMW i3,Level 2,Casual Driver,Clear,Low,0,1,0,0,46.5117702649118,2.8093466210082094,10.481223831096187,62.0,70.98136180299576,94.37776504731777,223.2601756243401,7.9,57,0.0,11.0,34,0.34,0,66.73,29.19,0
Station_19_Houston,Station_19,Houston,Chevy Bolt,Level 2,Casual Driver,Partly Cloudy,Low,1,1,0,0,74.54048485931233,3.5910798729146616,16.935868935365697,50.0,51.814911293300895,76.07639192771855,31.43841720184454,7.1,65,0.0,19.3,37,0.32,0,71.96,31.2,0
Station_130_San Francisco,Station_130,San Francisco,BMW i3,Level 2,Commuter,Partly Cloudy,Low,2,1,0,0,53.83827205577136,0.9481929847390816,25.60597779167056,100.0,65.22042875296964,88.65894891293276,207.67198392828075,6.4,58,0.0,11.3,32,0.34,0,55.61,25.42,0
Station_12_Los Angeles,Station_12,Los Angeles,BMW i3,Level 2,Casual Driver,Clear,Low,3,1,0,0,42.46618717006869,1.3835663186345084,25.603799331857445,1.5328065298450655,31.21107229664343,95.21101275635284,51.91851109371213,9.1,62,0.0,10.4,32,0.33,0,57.92,26.15,0
Station_81_New York,Station_81,New York,Nissan Leaf,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,Moderate,4,1,0,0,42.69140537961698,2.662353479156112,30.7235039038709,75.0,44.91146075438736,51.96882652189177,249.8080269482205,2.7,63,0.0,10.0,44,0.48,1,68.38,30.82,0
Station_330_Houston,Station_330,Houston,Chevy Bolt,Level 2,Commuter,Light Rain,Low,5,1,0,0,76.49931986653537,3.007714521664014,37.44551097801787,100.0,24.87475155858137,58.71010168215999,59.59145482959687,7.4,94,0.7,15.4,24,0.22,0,65.55,27.72,0
Station_354_San Francisco,Station_354,San Francisco,BMW i3,DC Fast Charger,Long-Distance Traveler,Clear,Moderate,6,1,0,0,5.614874084822165,2.4596015464435803,18.561165291353888,62.0,42.52683279726473,64.39746848163185,127.33484113475907,10.2,55,0.0,9.0,47,0.48,0,67.98,31.02,0
Station_262_Chicago,Station_262,Chicago,Tesla Model 3,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,High,7,1,0,1,26.46822315749027,1.3772959301454932,15.863349570407047,50.0,25.363981311683013,14.989946320580836,79.43076812948085,-10.8,77,0.0,26.5,70,0.72,0,79.38,45.2,1
Station_392_Los Angeles,Station_392,Los Angeles,Tesla Model 3,Level 2,Commuter,Light Rain,Severe,8,1,0,1,6.8738855284034415,1.4944755247188948,42.83582803315509,50.0,60.64343387805784,55.02332896521806,122.6429155562319,11.2,79,3.2,13.7,99,1.0,1,87.3,50.93,1
Station_125_New York,Station_125,New York,Hyundai Kona,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,Severe,9,1,0,1,21.580915527008145,1.2655236873891065,32.631930630337024,67.54202075470891,14.542459140504551,87.11111918933997,124.11936816817752,9.7,39,0.0,18.5,88,0.89,0,83.18,48.4,1
Station_307_Los Angeles,Station_307,Los Angeles,Chevy Bolt,Level 2,Commuter,Clear,Severe,10,1,0,1,7.569584209512826,3.27187747187611,40.84040127692055,75.0,55.749780360748325,53.49480287054351,299.5639341927111,9.2,72,0.0,15.1,85,0.88,0,94.02,51.54,1
Station_267_Chicago,Station_267,Chicago,Chevy Bolt,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,High,11,1,0,0,49.5455465707554,0.6749395027714313,27.007663464458027,100.0,48.444748344060486,92.49696553778732,60.587195895566325,-5.3,67,0.0,20.8,67,0.63,1,62.77,31.56,0
Station_447_New York,Station_447,New York,Hyundai Kona,Level 2,Casual Driver,Clear,Severe,12,1,0,0,72.83010773877143,1.6078485256928945,45.37916919866272,85.0,81.62522040570914,52.321356120303,152.25986699080715,9.7,53,0.0,4.6,78,0.77,0,70.59,35.27,1
Station_441_Chicago,Station_441,Chicago,BMW i3,Level 2,Casual Driver,Partly Cloudy,Moderate,13,1,0,0,71.12558827151543,0.8234738515861253,14.167129141388296,100.0,78.36258956686292,91.25000145077829,50.619867125485854,-10.8,55,0.0,20.1,46,0.43,0,58.21,27.79,0
Station_383_Los Angeles,Station_383,Los Angeles,Chevy Bolt,Level 1,Casual Driver,Clear,Moderate,14,1,0,0,36.2444170838149,0.6973236695169336,12.830881426012573,100.0,83.70724478439372,52.58836904710326,125.23368798781787,12.3,42,0.0,16.3,55,0.57,0,59.89,29.31,0
Station_140_San Francisco,Station_140,San Francisco,Tesla Model 3,Level 1,Long-Distance Traveler,Clear,High,15,1,0,0,53.39924325525044,3.4305145067046974,49.76976563845879,127.2802740366814,51.05548437559695,50.98469610894102,215.46406232176173,11.7,57,0.0,17.0,62,0.63,0,77.33,35.67,1
Station_329_Los Angeles,Station_329,Los Angeles,Tesla Model 3,Level 2,Commuter,Partly Cloudy,Moderate,16,1,0,0,5.746444809429853,0.5810295603537152,7.007637736562545,107.43195454576464,60.71131119139218,67.30386447899235,140.00446081941055,14.1,58,0.0,12.3,56,0.55,1,59.53,29.31,0
Station_2_Los Angeles,Station_2,Los Angeles,Nissan Leaf,Level 1,Casual Driver,Partly Cloudy,Severe,17,1,0,1,9.737039612310449,3.070307175368709,3.645282258602781,62.0,75.78098420909689,97.16335944186612,157.8770594586192,11.1,52,0.0,14.3,92,0.94,0,94.83,52.57,1
Station_8_Los Angeles,Station_8,Los Angeles,Chevy Bolt,DC Fast Charger,Commuter,Partly Cloudy,Severe,18,1,0,1,39.46218311483076,1.645409808093363,40.998375341873775,85.0,72.99405914705466,64.45040221704758,53.93574968705855,12.1,64,0.0,10.6,100,1.0,0,88.39,51.38,1
Station_250_Houston,Station_250,Houston,BMW i3,Level 2,Casual Driver,Clear,Severe,19,1,0,1,63.83060874636528,2.4586525201777665,38.13906947158999,85.0,11.083545913952166,74.4052795934412,295.9873020763941,9.7,82,0.0,8.4,85,0.9,0,89.46,50.08,1
Station_139_Chicago,Station_139,Chicago,Hyundai Kona,Level 2,Casual Driver,Clear,Severe,20,1,0,1,72.94802476319454,3.757952843891181,14.790119300536766,85.0,38.584757552644014,78.14300037423867,14.891723325678914,-11.1,59,0.0,21.5,87,0.96,1,97.45,52.85,1
